Route ID;Step ID;Town A;Town B;Distance;Driver name
93004;17;ST MEDARD DE GUIZIERES;ST PALAIS DE NEGRIGNAC;31.2;Francesco RODRIGUEZ
102618;5;VALDOULE;BEAUMONT EN DIOIS;12.274;Anna RUIZ
36830;9;SOLEILHAS;ANNOT;11.393;Maria GUTIERREZ
225781;6;SINZOS;VILLENAVE PRES BEARN;29.64;Christian IVANOV
160589;6;CARLA DE ROQUEFORT;SAUTEL;4.503;Petra MOROZOVA
245015;3;ST JULIEN BEYCHEVELLE;PLASSAC;9.47;Claude FISCHER
259753;18;MARSAC;NEUVIC ENTIER;40.635;Alina ALVAREZ
266813;39;FREMIFONTAINE;MAIZIERES LES VIC;50.292;Nikolay TAYLOR
104001;2;BOISSEZON;LE RIALET;5.427;Maksim MOROZOVA
278182;27;ST GAL;ST VICTOR ET MELVIEU;83.873;Alexander ROBERTS
42830;20;VILLEMAREUIL;BUSSIARES;26.057;Sandra TAYLOR
171916;29;RUBELLES;MONTLHERY;31.516;Jean POPOV
34163;7;DEMU;NOULENS;4.785;Valentina VARGA
171594;4;RINXENT;SEMPY;36.007;Paul JONES
37635;20;PEYRELEAU;VEYREAU;8.164;Pavel PAVLOVA
210585;15;ST REGIS DU COIN;BOULIEU LES ANNONAY;15.081;Anton WILSON
280817;8;VABRE;MONTREDON LABESSONNIE;8.41;Maria SHEVCHENKO
192422;21;LES ANGLES SUR CORREZE;CAMPAGNE;79.479;Monika NOWAK
294699;15;SEPTEUIL;VICQ;12.844;Monika GARCIA
212727;8;VOISE;CESARVILLE DOSSAINVILLE;45.361;Petra SANCHEZ
279660;21;GENLIS;CHATILLON;74.946;Tatiana VASILEVA
52384;9;RAUVILLE LA PLACE;AURE SUR MER;50.252;Francesco ROSSI
261171;8;CREYS MEPIEU;BOURG ST CHRISTOPHE;29.519;Mikhail SIMON
253968;16;BEZONS;FREMECOURT;27.133;Aleksandra WEBER
143655;6;CHANCAY;PRESSIGNY;106.764;Christine KUZNETSOV
23671;5;AIGNY;AMBONNAY;6.069;Richard NAGY
101417;7;COINCY;CHATEAU THIERRY;12.538;Giovanni KLEIN
149141;9;BEAULIEU;OUGNY;24.193;Aleksey HERNANDEZ
56723;20;NOTRE DAME DE COMMIERS;ST JUST DE CLAIX;34.248;Ana HERNANDEZ
59576;7;AIMARGUES;LE CAILAR;3.477;Tomasz GARCIA
289575;18;VILLERS LE ROND;ROUVROIS SUR OTHAIN;13.833;Marina NOVIKOVA
217787;16;SAINTES MARIES DE LA MER;AUBORD;29.98;Denis NOVIKOVA
90279;5;GUERIN;MARCELLUS;7.692;Mariya SMITH
280642;9;LA MACHINE;CERCY LA TOUR;14.752;Irina SMITH
131004;11;BRASSAC;CAMARES;37.807;Jose KOVALENKO
107925;24;CHONAS L AMBALLAN;LE THORONET;252.399;Patrick MÜLLER
116559;13;CHAMPAGNIER;NANTES EN RATIER;21.987;Maryia NAGY
149635;3;SOUZAY CHAMPIGNY;CHERONNAC;173.075;Manfred MARIN
23475;23;MOUSSAGES;ANGLARDS DE SALERS;4.131;Claude NAGY
74675;15;ARAMON;VAISON LA ROMAINE;48.694;Klaus ROBERTS
167488;21;CAMPAGNE;ST SERIES;7.977;Monika RUSSO
94991;23;ST AUBIN;ESCOS;38.299;Manfred ROSSI
26095;41;OLMET ET VILLECUN;LAVALETTE;2.813;Jose JONES
191095;27;WALY;LAHEYCOURT;14.63;Francesco TÓTH
290796;20;FOSSES;GOUILLONS;97.103;Andrey TAYLOR
130156;19;ANAIS;L ISLE D ESPAGNAC;11.806;Roman SHEVCHENKO
75213;4;VENTHON;TOURS EN SAVOIE;4.084;Anne JENSEN
50316;9;ST FERREOL TRENTE PAS;CHAUDEBONNE;3.908;Antonio JOHNSON
122543;13;OUZILLY;CHAPELLE VIVIERS;44.425;Christian FISCHER
249694;31;MONTARCHER;LA FOUILLOUSE;26.139;Claude FISCHER
192126;13;JUSTINE HERBIGNY;WASIGNY;3.496;Tatyana NOVIKOVA
259604;14;REMEREVILLE;VARANGEVILLE;8.58;David GOMEZ
142825;26;BEAUCHAMPS;DRAGEY RONTHON;16.092;Monika GONZALEZ
30731;17;ST PRIEST LES FOUGERES;SARRAZAC;11.526;Michel MEIER
180393;14;LIGNE;STE LUCE SUR LOIRE;17.8;Tatyana JOHANSSON
174453;40;HOCQUIGNY;BEAUCHAMPS;4.016;Claude SIMON
239641;18;COURNONTERRAL;VIC LE FESQ;44.655;Vasylyi GARCIA
245180;10;ST JULIEN EN ST ALBAN;LABEGUDE;29.547;Tatyana NAVARRO
240056;19;GENERVILLE;ALAIGNE;18.156;Rosa WILSON
102832;2;LA ROCHELLE;CHATELAILLON PLAGE;12.228;Sergey POPOVA
193663;26;MONTMACHOUX;ESMANS;3.135;Hans MARIN
253995;38;EURVILLE BIENVILLE;CHAMOUILLEY;3.729;Karin SANCHEZ
65488;12;PAILHES;MONESPLE;2.419;Marta SCHULZ
190190;5;LACARRY ARHAN CHARRITTE DE HAUT;LANNE EN BARETOUS;13.472;Alexander MILLER
